timestamp,model_type,model_timestamp,classes,step_size,imaging_date,tray,filename,up_th,down_th,sal_threshold,clear_patches,hyphal_patches,severity_rate_patch,PM,time_elapsed,Gradient_sr2,DeepLift_sr2
2025-11-26 19:43:05,ResNet,Aug12_19-19-05_2025,2,224,6-28-2023_10dpi,1,039-SYMPHONY_R1,0.8,0.2,0.7,51,652,92.75,HPM-666,13m 29s,2.67,2.12
